1,22.000
2,17.000
3,15.000
4,23.000
5,14.000
6,10.000
7,9.000
8,8.000
9,29.000
10,11.000
11,22.000
12,15.000
13,34.000
14,39.000
15,35.000
16,21.000
17,33.000
18,32.000
19,25.000
20,37.000
21,28.000
22,27.000
23,46.000
24,24.000
25,41.000
26,27.000
27,36.000
28,32.000
29,25.000
30,34.000
31,39.000
32,22.000
33,51.000
34,52.000
35,46.000
36,30.000
37,48.000
38,60.000
39,54.000
40,48.000
41,37.000
42,49.000
43,35.000
44,54.000
45,49.000
46,50.000
47,40.000
48,51.000
49,56.000
50,43.000
51,69.000
52,53.000
53,63.000
54,60.000
55,57.000
56,55.000
57,32.000
58,85.000
59,58.000
60,62.000
61,50.000
62,70.000
63,76.000
64,64.000
65,84.000
66,65.000
67,58.000
68,88.000
69,80.000
70,67.000
71,52.000
72,58.000
73,66.000
74,62.000
75,83.000
76,104.000
77,99.000
78,87.000
79,71.000
80,81.000
81,68.000
82,93.000
83,83.000
84,68.000
85,102.000
86,81.000
87,88.000
88,96.000
89,77.000
90,75.000
91,74.000
92,61.000
93,76.000
94,116.000
95,85.000
96,115.000
97,111.000
98,102.000
99,99.000
100,113.000
101,128.000
102,106.000
103,119.000
104,110.000
105,86.000
106,110.000
107,114.000
108,107.000
109,125.000
110,118.000
111,92.000
112,98.000
113,118.000
114,125.000
115,128.000
116,116.000
117,95.000
118,115.000
119,89.000
120,107.000
121,116.000
122,113.000
123,125.000
124,134.000
125,148.000
126,111.000
127,119.000
128,138.000
129,106.000
130,127.000
131,109.000
132,130.000
133,129.000
134,120.000
135,118.000
136,104.000
137,152.000
138,166.000
139,109.000
140,130.000
141,125.000
142,147.000
143,150.000
144,123.000
145,142.000
146,105.000
147,136.000
148,105.000
149,123.000
150,157.000
151,121.000
152,78.000
153,136.000
154,110.000
155,140.000
156,137.000
157,152.000
158,142.000
159,159.000
160,165.000
161,151.000
162,147.000
163,165.000
164,110.000
165,140.000
166,148.000
167,156.000
168,157.000
169,149.000
170,176.000
171,147.000
172,172.000
173,176.000
174,172.000
175,167.000
176,131.000
177,137.000
178,120.000
179,168.000
180,153.000
181,136.000
182,176.000
183,221.000
184,161.000
185,189.000
186,122.000
187,171.000
188,157.000
189,159.000
190,159.000
191,167.000
192,185.000
193,176.000
194,158.000
195,224.000
196,192.000
197,181.000
198,167.000
199,196.000
200,203.000
201,202.000
202,180.000
203,169.000
204,199.000
205,174.000
206,171.000
207,170.000
208,158.000
209,158.000
210,196.000
211,197.000
212,172.000
213,159.000
214,204.000
215,231.000
216,164.000
217,220.000
218,231.000
219,188.000
220,185.000
221,186.000
222,166.000
223,217.000
224,196.000
225,205.000
226,203.000
227,203.000
228,169.000
229,253.000
230,184.000
231,219.000
232,204.000
233,271.000
234,214.000
235,216.000
236,173.000
237,197.000
238,224.000
239,213.000
240,206.000
241,195.000
242,182.000
243,204.000
244,264.000
245,219.000
246,170.000
247,211.000
248,216.000
249,235.000
250,273.000
251,203.000
252,239.000
253,203.000
254,230.000
255,219.000
256,273.000
257,243.000
258,210.000
259,240.000
260,214.000
261,251.000
262,187.000
263,200.000
264,249.000
265,240.000
266,244.000
267,225.000
268,236.000
269,214.000
270,240.000
271,233.000
272,288.000
273,251.000
274,254.000
275,206.000
276,279.000
277,252.000
278,251.000
279,265.000
280,238.000
281,259.000
282,248.000
283,299.000
284,251.000
285,208.000
286,285.000
287,243.000
288,221.000
289,266.000
290,250.000
291,251.000
292,234.000
293,259.000
294,289.000
295,218.000
296,222.000
297,215.000
298,283.000
299,267.000
300,237.000
301,287.000
302,319.000
303,278.000
304,275.000
305,316.000
306,297.000
307,249.000
308,276.000
309,283.000
310,285.000
311,269.000
312,299.000
313,259.000
314,242.000
315,304.000
316,275.000
317,276.000
318,263.000
319,226.000
320,290.000
321,299.000
322,312.000
323,270.000
324,247.000
325,273.000
326,258.000
327,279.000
328,301.000
329,218.000
330,270.000
331,276.000
332,350.000
333,281.000
334,292.000
335,286.000
336,270.000
337,312.000
338,286.000
339,326.000
340,298.000
341,279.000
342,269.000
343,290.000
344,254.000
345,333.000
346,346.000
347,273.000
348,320.000
349,290.000
350,338.000
351,276.000
352,296.000
353,321.000
354,299.000
355,303.000
356,331.000
357,325.000
358,302.000
359,308.000
360,293.000
361,305.000
362,271.000
363,315.000
364,316.000
365,289.000
366,288.000
367,328.000
368,352.000
369,278.000
370,309.000
371,365.000
372,322.000
373,287.000
374,328.000
375,329.000
376,311.000
377,313.000
378,275.000
379,333.000
380,281.000
381,340.000
382,293.000
383,307.000
384,301.000
385,355.000
386,285.000
387,267.000
388,328.000
389,351.000
390,349.000
391,309.000
392,311.000
393,326.000
394,348.000
395,352.000
396,351.000
397,343.000
398,317.000
399,325.000
400,344.000
401,353.000
402,402.000
403,299.000
404,345.000
405,373.000
406,409.000
407,398.000
408,422.000
409,305.000
410,355.000
411,399.000
412,369.000
413,355.000
414,326.000
415,345.000
416,373.000
417,392.000
418,362.000
419,351.000
420,367.000
421,407.000
422,411.000
423,383.000
424,384.000
425,370.000
426,331.000
427,396.000
428,401.000
429,355.000
430,355.000
431,361.000
432,308.000
433,295.000
434,427.000
435,386.000
436,422.000
437,307.000
438,381.000
439,466.000
440,373.000
441,479.000
442,361.000
443,356.000
444,357.000
445,379.000
446,403.000
447,407.000
448,386.000
449,421.000
450,378.000
451,395.000
452,423.000
453,413.000
454,438.000
455,454.000
456,441.000
457,361.000
458,369.000
459,394.000
460,323.000
461,417.000
462,380.000
463,397.000
464,476.000
465,376.000
466,428.000
467,437.000
468,401.000
469,396.000
470,381.000
471,381.000
472,369.000
473,343.000
474,370.000
475,419.000
476,424.000
477,378.000
478,391.000
479,397.000
480,376.000
481,410.000
482,407.000
483,395.000
484,472.000
485,429.000
486,383.000
487,381.000
488,408.000
489,367.000
490,430.000
491,390.000
492,416.000
493,406.000
494,405.000
495,451.000
496,476.000
497,430.000
498,448.000
499,434.000
500,409.000
