1,12
2,11
3,10
4,22
5,8
6,20
7,19
8,18
9,30
10,29
11,28
12,27
13,39
14,51
15,50
16,49
17,48
18,47
19,72
20,45
21,57
22,56
23,68
24,67
25,79
26,65
27,77
28,76
29,75
30,87
31,99
32,85
33,110
34,96
35,95
36,81
37,106
38,118
39,117
40,90
41,115
42,114
43,126
44,125
45,137
46,110
47,135
48,108
49,133
50,119
51,144
52,143
53,142
54,141
55,166
56,165
57,151
58,163
59,162
60,148
61,160
62,159
63,171
64,183
65,208
66,181
67,154
68,192
69,204
70,177
71,189
72,201
73,187
74,199
75,224
76,223
77,209
78,221
79,220
80,180
81,205
82,204
83,203
84,176
85,227
86,226
87,212
88,250
89,223
90,261
91,221
92,207
93,258
94,283
95,256
96,255
97,254
98,279
99,265
100,290
101,289
102,262
103,300
104,299
105,246
106,284
107,296
108,295
109,281
110,319
111,279
112,330
113,277
114,328
115,327
116,274
117,273
118,272
119,297
120,309
121,321
122,320
123,293
124,318
125,369
126,342
127,315
128,327
129,326
130,338
131,324
132,362
133,348
134,347
135,333
136,345
137,370
138,395
139,303
140,380
141,340
142,378
143,364
144,376
145,388
146,348
147,373
148,333
149,358
150,409
151,395
152,355
153,393
154,366
155,391
156,416
157,428
158,401
159,400
160,438
161,424
162,423
163,448
164,408
165,433
166,432
167,483
168,469
169,429
170,441
171,414
172,452
173,464
174,489
175,449
176,435
177,473
178,433
179,484
180,444
181,417
182,455
183,545
184,479
185,478
186,477
187,502
188,475
189,435
190,486
191,472
192,484
193,548
194,495
195,546
196,532
197,492
198,504
199,477
200,528
201,540
202,539
203,577
204,550
205,497
206,470
207,495
208,546
209,532
210,544
211,556
212,516
213,554
214,553
215,630
216,551
217,602
218,575
219,522
220,560
221,520
222,545
223,570
224,530
225,581
226,567
227,631
228,578
229,603
230,602
231,601
232,613
233,638
234,663
235,636
236,557
237,634
238,568
239,619
240,592
241,630
242,629
243,576
244,679
245,626
246,612
247,663
248,675
249,700
250,699
251,633
252,658
253,696
254,656
255,655
256,680
257,653
258,652
259,677
260,663
261,688
262,687
263,660
264,711
265,697
266,709
267,747
268,707
269,693
270,679
271,717
272,768
273,689
274,688
275,726
276,777
277,750
278,762
279,735
280,669
281,746
282,719
283,718
284,743
285,729
286,728
287,766
288,778
289,738
290,737
291,749
292,735
293,760
294,785
295,771
296,809
297,769
298,755
299,793
300,753
301,791
302,816
303,841
304,827
305,787
306,812
307,694
308,784
309,744
310,886
311,781
312,819
313,805
314,804
315,855
316,854
317,840
318,774
319,773
320,837
321,875
322,913
323,821
324,794
325,858
326,857
327,856
328,842
329,724
330,853
331,891
332,903
333,824
334,875
335,809
336,860
337,924
338,819
339,922
340,869
341,868
342,841
343,879
344,878
345,916
346,967
347,888
348,913
349,860
350,911
351,897
352,896
353,947
354,933
355,893
356,944
357,891
358,916
359,941
360,875
361,926
362,938
363,976
364,1014
365,948
366,960
367,998
368,971
369,931
370,917
371,1020
372,993
373,953
374,1056
375,925
376,1015
377,923
378,987
379,999
380,920
381,984
382,983
383,995
384,1007
385,1045
386,966
387,1056
388,1042
389,1080
390,1040
391,987
392,1038
393,998
394,1023
395,957
396,1021
397,1072
398,1006
399,992
400,1108
401,1016
402,1041
403,1027
404,1065
405,1038
406,1076
407,1114
408,1074
409,1021
410,1072
411,1071
412,1018
413,1056
414,1094
415,1106
416,1053
417,1039
418,1077
419,1076
420,1036
421,1139
422,1099
423,1111
424,1110
425,1018
426,1030
427,1159
428,1119
429,1079
430,1078
431,1129
432,1076
433,1101
434,1178
435,1099
436,1163
437,1071
438,1200
439,1108
440,1159
441,1262
442,1196
443,1156
444,1194
445,1102
446,1179
447,1178
448,1151
449,1163
450,1240
451,1239
452,1251
453,1172
454,1249
455,1183
456,1182
457,1181
458,1167
459,1192
460,1152
461,1268
462,1215
463,1227
464,1135
465,1186
466,1185
467,1262
468,1248
469,1260
470,1220
471,1180
472,1166
473,1178
474,1216
475,1202
476,1305
477,1161
478,1199
479,1224
480,1197
481,1248
482,1312
483,1246
484,1284
485,1244
486,1204
487,1229
488,1176
489,1318
490,1265
491,1238
492,1250
493,1327
494,1248
495,1286
496,1337
497,1310
498,1335
499,1282
500,1268
